Interval=	0.001 s
ExcelDateTime=	4.6199553692194582e+004	6/26/2026 13:17:19.005612
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1	Channel 2	Channel 3	Channel 4	Channel 5	Channel 6
Range=	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V
0.15	-0.00375	0.0084375	0.195	-0.3309375	0.3228125	0.01
0.151	-0.0053125	0.01	0.1928125	-0.331875	0.3225	0.0059375
0.152	-0.008125	0.0084375	0.190625	-0.3284375	0.32	0.0078125
0.153	-0.00625	0.0078125	0.195	-0.3328125	0.3184375	0.0071875
0.154	-0.0059375	0.006875	0.194375	-0.330625	0.3215625	0.00625
0.155	-0.0059375	0.009375	0.195	-0.329375	0.32125	0.008125
0.156	-0.005625	0.009375	0.1928125	-0.3309375	0.3203125	0.0090625
0.157	-0.0071875	0.0075	0.194375	-0.329375	0.32	0.0078125
0.158	-0.005	0.0090625	0.1925	-0.33	0.3203125	0.0071875
0.159	-0.005625	0.0071875	0.1940625	-0.3296875	0.321875	0.005625
0.16	-0.00875	0.0078125	0.1965625	-0.3328125	0.319375	0.0046875
0.161	-0.0078125	0.0090625	0.1928125	-0.33375	0.3203125	0.0071875
0.162	-0.0065625	0.0078125	0.1915625	-0.331875	0.32375	0.0096875
0.163	-0.008125	0.006875	0.1940625	-0.33	0.3234375	0.0071875
0.164	-0.0075	0.008125	0.1959375	-0.3346875	0.32125	0.0084375
0.165	-0.005625	0.00875	0.1934375	-0.3328125	0.3203125	0.006875
0.166	-0.005625	0.0078125	0.1934375	-0.330625	0.3234375	0.01
0.167	-0.0075	0.011875	0.1928125	-0.3328125	0.321875	0.010625
0.168	-0.0071875	0.0084375	0.19625	-0.3296875	0.323125	0.0071875
0.169	-0.005	0.009375	0.193125	-0.329375	0.319375	0.0090625
0.17	-0.0078125	0.00625	0.193125	-0.3303125	0.3190625	0.01
0.171	-0.0065625	0.0090625	0.1934375	-0.33125	0.3190625	0.009375
0.172	-0.0065625	0.008125	0.1925	-0.33125	0.3225	0.00875
0.173	-0.00625	0.00625	0.1934375	-0.33125	0.3203125	0.0078125
0.174	-0.0059375	0.0096875	0.1934375	-0.3334375	0.321875	0.0065625
0.175	-0.005625	0.0075	0.1921875	-0.329375	0.3225	0.0090625
0.176	-0.0071875	0.008125	0.193125	-0.3321875	0.319375	0.01
0.177	-0.0059375	0.0090625	0.19375	-0.331875	0.32125	0.0059375
0.178	-0.0040625	0.0078125	0.1946875	-0.3303125	0.32125	0.0059375
0.179	-0.0071875	0.008125	0.1925	-0.33125	0.3253125	0.0096875
0.18	-0.005	0.0071875	0.193125	-0.33	0.3228125	0.013125
0.181	-0.005	0.0071875	0.1940625	-0.3309375	0.3215625	0.0075
0.182	-0.00375	0.008125	0.1940625	-0.3315625	0.32125	0.005
0.183	-0.0075	0.0075	0.1921875	-0.33	0.323125	0.0084375
